text,topic
"NFL Game Summary - Carolina at New Orleans Goings caught six passes for 46 yards for Carolina, which leads the all-time series 10-9...Darren Howard finished with two sacks for the Saints, who have failed to hold any opponent to under 20 points this season...Mike Rucker added a sack and Will ",Sports
Former F1 champ slams axing of British GP Australian Formula One world champion Alan Jones says the sport #39;s administration is making a terrible mistake if it goes ahead with plans to axe the British Grand Prix from next year #39;s schedule.,Sports
"Soccer board doesn #39;t back bid British soccer club Manchester United won #39;t endorse Malcolm Glazer #39;s proposed buyout offer and temporarily suspended talks with the 76-year-old tycoon, the team said Monday.",Sports
Measure of success The numbers keep coming up. Impressive numbers that should draw praise. Numbers like nine or more wins for eight straight seasons.,Sports
"Relocation Bowl Yeah, yeah.... it #39;s been almost a decade since Art Modell sold his soul and moved Cleveland #39;s beloved (original) Browns to Baltimore.",Sports
"Miller #39;s Winning Streak Ends at Three BEAVER CREEK, Colo. - Bode Miller #39;s three-race winning streak ended Thursday, but the American still added to his commanding lead in the World Cup overall standings by finishing second to Austria #39;s Stephan Goergl in a Super G.",Sports
Finn Harps boss Ollie Horgan focused on avoiding the relegation play-off after snatching draw against Sligo Rovers,Sports
"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS APPH, BMY, EAR, HYZN INVESTORS of Lead Plaintiff Deadline in Class Action Lawsuits",Sports
Auburn LSU Game _ The LSU-Auburn football game will be played as scheduled tomorrow afternoon in Alabama. Auburn officials made the announcement this morning.,Sports
"""I’ve had numerous addictions in my past; League of Legends, Fortnite, and now Valorant"": Pokimane reveals the reason behind her Immortal climb",Sports
Preparing for Ivan Virginia Tech officials have been in contact with their counterparts at Duke as well as the ACC over concern about the impact Hurricane Ivan might have on Saturday's game.,Sports
Threat to cancel tour CRICKET Australia has threatened to cancel next month #39;s tour of India as tension over the television rights wrangle on the subcontinent escalates.,Sports
SMITH BREAKS RECORD IN DENVER WIN Plummer threw four touchdowns and Smith became the Denver Broncos #39; all-time leading receiver in a 31-13 victory over the Houston Texans.,Sports
"Brown's Back and Grizzlies Are Happy (AP) AP - Hubie Brown is back the Memphis Grizzlies  #151; and nobody is surprised. Even after coaching the Grizzlies to the best season in franchise history, Brown declined to talk about his future with the team. He insisted he had to get a checkup and talk things over with his family  #151; all before deciding whether to return for another season.",Sports
Phelps faces jail over drink-driving charge SWIMMING ace Michael Phelps has admitted it was a dangerous mistake after the six-time Olympic champion was arrested for driving under the influence last week.,Sports
Peirsol Breaks Own World Mark in 200 Back INDIANAPOLIS - Aaron Peirsol of the United States lowered his own world record in the 200-meter backstroke at the Short Course World Championships on Monday night.,Sports
Sportsview: Bills Get Playoff Hunger (AP) AP - Pat Williams is a big man with a big heart and appetite. So imagine his dilemma when the Buffalo Bills were back to their bumbling selves at the start of this season.,Sports
"Harrison Accepts Four-Year Suspension COLORADO SPRINGS, Colo. - Former Olympic gold medalist Alvin Harrison accepted a four-year suspension from the US Anti-Doping Agency on Tuesday for drug violations uncovered in the BALCO case.",Sports
"Some won, some lost, but Greece triumphed over all ATHENS - We owe them an apology, oh yes we do. The Greeks pulled off the Olympic Games after we said they did not have a prayer, and now there #39;s but one way to make it right: The Summer Games belong here ",Sports
Baseball Notes - Nov. 10 The chairwoman of the District of Columbia Council delayed a vote on a plan to build a baseball stadium on the Anacostia River in southeast Washington that would host the Montreal Expos.,Sports
"No. 14 Arizona Defeats Arizona St. 97-79 (AP) AP - Salim Stoudamire had 15 of his 18 points in the second half, helping No. 14 Arizona turn a close game into a 97-79 rout of Arizona State in their Pac-10 opener Sunday.",Sports
"Spain #39;s Martinez/Fernandez wins Olympic men #39;s sailing 49er gold ATHENS, Aug. 26 (Xinhuanet- Spain #39;s Iker Martinez and Xavier Fernandez won the Olympic gold medal in men #39;s sailing 49er at the Athens Olympics here on Thursday.",Sports
US Sighs with Relief But Basketball Concerns Linger ATHENS (Reuters) - The United States men #39;s basketball team could breathe a sigh of relief on Wednesday after its first win but lingering concerns over a lack of outside shooting and team defense have coach Larry Brown scrambling for ...,Sports
"In  #39;Monday Night #39; Fallout, a Deeper Racial Issue I wasn #39;t terribly upset about the  quot;Monday Night Football quot; spectacle featuring Eagles receiver Terrell Owens and a towel-clad Nicollette Sheridan.",Sports
Chiefs Lead Pats 10-7 After One Quarter (AP) AP - Trent Green connected with Eddie Kennison on Kansas City's longest pass play of the season and the Chiefs took a 10-7 first-quarter lead over New England on Monday night.,Sports
"Jason Pierre-Paul says he’s playing with fractured finger, torn rotator cuff",Sports
"Obstacles? Sutton keeps on truckin' Ever since she was a little girl, buzzing around her father's knees while he worked on his race cars at the family garage, Kelly Sutton dreamed about being a racer. Just like her daddy and granddaddy.",Sports
Abp. Williams (10-1) vs. Westwood (10-2) What: MIAA Division 3 Super Bowl. Where: Curry College in Milton. When: Saturday at 10 a.m. Last meeting: 1988 Super Bowl (a 13-0 Westwood win).,Sports
"The downward spiral It #39;s hard to believe that only a month ago, the New York Giants were 5-2 and sitting a realistic two games behind the Philadelphia Eagles in the NFC East race.",Sports
"US Davis Cuppers plan to use patience SEVILLE - Andy Roddick is known for his power. He #39;ll need patience, too, in the Davis Cup final against Spain. Playing on red clay in front of an expected record crowd, Roddick might need to tone down his ",Sports
"Vaulters win 2 more precious medals for US ATHENS - Tim Mack of Knoxville, Tenn., grabbed a pole, flew down the runway and set an Olympic record in the pole vault. When Mack landed yesterday, he not only had earned the day #39;s only gold medal for the ",Sports
India eye victory India resume the fifth and final day of the second Test against Australia in Chennai from the score of 19 for no loss. The hosts need another 210 runs to win the Test and square the four-match series 1-1.,Sports
"Gators Fire Ron Zook After Two-Plus Years Florida #39;s head football coach Ron Zook tries to maintain his composure during his remarks to the media following his firing by the University of Florida Monday, Oct. 25, 2004 in Gainesville, Fla.",Sports
"Midway Developing Mature-Rated Football Video Game (Reuters) Reuters - Midway Games Inc. plans to publish\a ""mature""-rated pro football video game with the kinds of\violence and excess shunned by the National Football League,\the company said on Thursday.",Sports
"Europe Wins Ryder Cup by Widest Margin (AP) AP - Europe again proved to be the best in the Ryder Cup Sunday with its biggest romp over the Americans. The final blow was a scene all too familiar at Oakland Hills: With the cup already won, Padraig Harrington made a 25-foot par putt on the 18th hole of the last match that only counted in the record books.",Sports
"McGrath puts Australia in command; India 146/5 NAGPUR: On his first real day at the office in his 100th Test match, Glenn McGrath showed why he ranks among cricket #39;s all-time greats.",Sports
"New Mexico Coach Gets 2009 Extension ALBUQUERQUE, NM Nov 16, 2004 - New Mexico signed coach Rocky Long a contract extension through 2009 on Tuesday. While details of the new contract are still being worked out, Long is getting a pay raise of ",Sports
"Victory in Japan Reignites Tiger's Fire  LONDON (Reuters) - Boosted by a first strokeplay title in  more than a year, Tiger Woods is champing at the bit to mount a  fresh major challenge in 2005.",Sports
"NL race tightens; Bonds homers The Chicago Cubs are just a half-game ahead of the San Francisco Giants and Houston Astros in the NL wild-card race after falling to the visiting Montreal Expos, 7-6, on Brian Schneider #39;s go-ahead single in the 12th inning.",Sports
"5 gol in 55', Liverpool umilia United a Old Trafford",Sports
"Woburn's win is all Hart Reading fans knew Middlesex League rival Woburn had a sensational player in Boston College-bound running back Mike McLaughlin. Yesterday, the host Rockets learned Woburn also has Hart.",Sports
"Canuck player injured Minnesota Twins first baseman Justin Morneau of New Westminster, BC, was taken to a hospital for X-rays on his left hand after being hit by a pitch from Cleveland starter CC Sabathia in the sixth inning yesterday.",Sports
"Boston Red Sox Ticket Prices Up 7 Percent The World Series champion Boston Red Sox raised their ticket prices by an average of 7 percent for next year, with the price of field boxes increasing by \$10 to \$85.",Sports
"Bengals Top Browns in Near-Record Shootout (AP) AP - Kelly Holcomb threw for 400 yards and five touchdowns  #151; and lost. Cincinnati and Cleveland played the most remarkable game in their intrastate rivalry Sunday, a wacky 58-48 Bengals victory that turned into the second-highest scoring game in NFL history.",Sports
Yakubu makes Spurs suffer Tottenham Hotspur wasted chances and the opportunity to move into fourth place after displaying typical weaknesses at Fratton Park last night.,Sports
"Sports Fund Denies Zingarevich in Bid for Everton The Fortress Sports Fund, set up to acquire a 40 percent stake in English soccer club Everton for \$36.4 million, said Monday that neither Russian pulp magnate Boris Zingarevich nor his son Anton had invested money in the fund.",Sports
"Cycling: Even after firing Hamilton, Phonak #39;s  #39;attitude #39; derails &lt;b&gt;...&lt;/b&gt; PARIS Despite its revelation that it has fired Tyler Hamilton, its leader and the winner of a disputed gold medal at the Olympic Games in Athens, the Phonak team lost its appeal to be included in bicycle racing #39;s reorganized structure, officials announced ",Sports
